stop_lat,stop_code,stop_lon,stop_id,stop_name,,,
38.516331,248,-121.519852,248,43RD AVE & WOODSHIRE WAY (WB),,,
38.516177,249,-121.514958,249,43RD AVE & SLP DR (WB),,,
38.516197,250,-121.524056,250,43RD AVE & VALINE CT (WB),,,
38.51384,251,-121.526459,251,GREENHAVEN DR & RIVERSIDE BLVD (SB),,,
38.512581,252,-121.525574,252,GREENHAVEN DR & ROYAL GREEN AVE (SB),,,
38.51136,253,-121.524757,253,GREENHAVEN DR & STARLIT CIR (SB),,,
38.509586,254,-121.523888,254,GREENHAVEN DR & SUNLIT CIR (SB),,,
38.507897,255,-121.524513,255,GLORIA DR & GREENHAVEN DR (WB),,,
38.506695,257,-121.527809,257,GLORIA DR & SENIOR WAY (WB),,,
38.506386,258,-121.530434,258,HAVENSIDE DR & GLORIA DR (NB),,,
38.507685,259,-121.530947,259,HAVENSIDE DR & SPRINGBROOK CIR (NB),,,
38.509641,260,-121.531706,260,HAVENSIDE DR & LAKESHORE CIR (NB),,,
38.51169,261,-121.532508,261,HAVENSIDE DR & PARKLIN AVE (NB),,,
38.512957,262,-121.532342,262,HAVENSIDE DR & RIVERSIDE BLVD (NB),,,
38.511475,263,-121.540522,263,RIVERSIDE BLVD & LELAND HAVEN WY (WB),,,
38.512945,264,-121.535773,264,RIVERSIDE BLVD & CLIPPER WY (WB),,,
38.713511,265,-121.365453,265,ELVERTA RD & WALERGA RD (WB),,,
38.558525,274,-121.428551,274,ELVAS AVE & 62ND ST (NB),,,
38.564533,275,-121.42614,275,CARLSON DR & STATE UNIV DRIVE NORTH (EB),,,
38.560364,276,-121.42997,276,ELVAS AVE & 63RD ST (SB),,,
38.583007,281,-121.499594,281,5TH ST & I ST (NB),,,
38.584547,282,-121.500163,282,AMTRAK & DEPOT (WB),,,
38.607159,284,-121.457247,284,DEL PASO BLVD & HAWTHORNE (SB),,,
38.458358,286,-121.41716,286,BRUCEVILLE RD & COSUMNES BLVD (NB),,,
38.481628,287,-121.469393,287,MEADOWVIEW RD & DETROIT BLVD (WB),,,
38.552638,288,-121.427245,288,UNIVERSITY/65TH LRT & BAY 2 (EB),,,
38.552792,290,-121.427206,290,UNIVERSITY/65TH LRT & BAY 4 (WB),,,
38.552704,291,-121.427469,291,UNIVERSITY/65TH LRT & BAY 1 (EB),,,
38.560223,297,-121.442566,297,FOLSOM BLVD & RODEO WAY (WB),,,
38.560837,298,-121.444145,298,FOLSOM BLVD & 51ST ST (WB),,,
38.562416,300,-121.448212,300,FOLSOM BLVD & 46TH ST (WB),,,
38.562843,301,-121.449333,301,FOLSOM BLVD & 45TH ST (WB),,,
38.563698,302,-121.452049,302,FOLSOM BLVD & 43RD ST (WB),,,
38.564262,303,-121.454178,303,FOLSOM BLVD & 41ST ST (WB),,,
38.552838,307,-121.426826,307,UNIVERSITY/65TH LRT & BAY 5 (SB),,,
38.552578,316,-121.427031,316,UNIVERSITY/65TH LRT & BAY 3 (EB),,,
38.584008,318,-121.311234,318,MATHER LRS & BAY 1 (NB),,,
38.584219,319,-121.311259,319,MATHER LRS & BAY 2 (NB),,,
38.564793,320,-121.503151,320,8TH ST & BROADWAY (NB),,,
38.567338,321,-121.501898,321,8TH ST & W ST (NB),,,
38.570217,322,-121.500755,322,8TH ST & T ST (NB),,,
38.584284,323,-121.311643,323,MATHER LRS & BAY 3 (WB),,,
38.574669,325,-121.498848,325,8TH ST & P ST (NB),,,
38.575768,326,-121.498346,326,8TH ST & O ST (NB),,,
38.576787,327,-121.497859,327,8TH ST & N ST (NB),,,
38.578054,328,-121.497269,328,8TH ST & CAPITOL AVE (NB),,,
38.580222,329,-121.496363,329,8TH ST & K ST (EB),,,
38.582222,330,-121.495496,330,8TH ST & I ST (NB),,,
38.583449,331,-121.494978,331,8TH ST & H ST (NB),,,
38.584538,333,-121.491348,333,F ST & 10TH ST (EB),,,
38.583839,334,-121.488686,334,F ST & 12TH ST (EB),,,
38.583107,335,-121.485771,335,F ST & 14TH ST (EB),,,
38.583958,336,-121.311613,336,MATHER LRS & BAY 4 (SB),,,
38.582405,337,-121.483139,337,F ST & 16TH ST (EB),,,
38.581715,338,-121.480484,338,F ST & 18TH ST (EB),,,
38.581238,339,-121.47876,339,F ST & 19TH ST (EB),,,
38.580589,340,-121.476379,340,F ST & 21ST ST (EB),,,
38.579918,341,-121.473869,341,F ST & 23RD ST (EB),,,
38.579247,342,-121.471253,342,F ST & 25TH ST (EB),,,
38.578533,343,-121.468582,343,F ST & 27TH ST (EB),,,
38.578156,344,-121.467171,344,F ST & 28TH ST (EB),,,
38.577778,345,-121.46579,345,F ST & 29TH ST (EB),,,
38.577418,346,-121.463106,346,ALHAMBRA BLVD & F ST (NB),,,
38.576989,349,-121.458398,349,MCKINLEY BLVD & 34TH ST (EB),,,
38.576438,350,-121.456258,350,MCKINLEY BLVD & SANTA YNEZ WAY (EB),,,
38.576054,351,-121.454566,351,MCKINLEY BLVD & 37TH ST (EB),,,
38.576536,352,-121.452093,352,MCKINLEY BLVD & D ST (EB),,,
38.577047,353,-121.449885,353,MCKINLEY BLVD & SAN ANTONIO WAY (EB),,,
38.57632,357,-121.442565,357,BRAND WAY & 45TH ST (EB),,,
38.575749,358,-121.440403,358,BRAND WAY & FALLON LN (EB),,,
38.575082,359,-121.437882,359,BRAND WAY & 51ST ST (EB),,,
38.573719,360,-121.437821,360,51ST ST & C ST (SB),,,
38.570343,365,-121.437004,365,F ST & EL DORADO WAY (EB),,,
38.570492,366,-121.434897,366,F ST & 54TH ST (EB),,,
38.570605,367,-121.433564,367,F ST & ELVAS AVE (EB),,,
38.568176,368,-121.434021,368,ELVAS AVE & 56TH ST (SB),,,
38.567455,369,-121.430191,369,H ST & CARLSON DR (EB),,,
38.567766,371,-121.42965,371,H ST & CARLSON DR (WB),,,
38.567959,372,-121.433922,372,56TH ST & H ST (NB),,,
38.570725,373,-121.43383,373,F ST & ELVAS AVE (WB),,,
38.570515,374,-121.435295,374,F ST & 54TH ST (WB),,,
38.570416,375,-121.43676,375,F ST & 53RD ST (WB),,,
38.553745,377,-121.372688,377,WATT/MANLOVE LRS & BAY 2 (SB),,,
38.553936,378,-121.372528,378,WATT/MANLOVE LRS & BAY 1 (EB),,,
38.558678,380,-121.486323,380,21ST ST & 1ST AVE (SB),,,
38.574042,383,-121.437652,383,51ST ST & B ST (NB),,,
38.574864,384,-121.437576,384,51ST ST & BRAND WAY (NB),,,
38.575888,385,-121.44054,385,BRAND WAY & FALLON LN (WB),,,
38.576536,386,-121.442659,386,45TH ST & BRAND WAY (NB),,,
38.578522,390,-121.447388,390,MCKINLEY BLVD & MEISTER WY (WB),,,
38.577278,391,-121.449295,391,MCKINLEY BLVD & 40TH ST (WB),,,
38.576706,392,-121.451798,392,MCKINLEY BLVD & 39TH ST (WB),,,
38.576187,393,-121.45398,393,MCKINLEY BLVD & 37TH ST (WB),,,
38.57629,394,-121.455475,394,MCKINLEY BLVD & 36TH ST (WB),,,
38.576725,395,-121.456929,395,MCKINLEY BLVD & 35TH ST (WB),,,
38.577299,396,-121.459074,396,MCKINLEY BLVD & 33RD ST (WB),,,
38.577961,397,-121.463013,397,ALHAMBRA BLVD & MCKINLEY BLVD (SB),,,
38.577622,398,-121.464951,398,F ST & 30TH ST (WB),,,
38.578041,399,-121.466429,399,F ST & 29TH ST (WB),,,
38.578725,400,-121.468821,400,F ST & 27TH ST (WB),,,
38.579454,401,-121.471649,401,F ST & 25TH ST (WB),,,
38.580163,402,-121.474272,402,F ST & 23RD ST (WB),,,
38.58084,403,-121.476833,403,F ST & 21ST ST (WB),,,
38.581228,404,-121.478292,404,F ST & 20TH ST (WB),,,
38.581939,405,-121.480878,405,F ST & 18TH ST (WB),,,
38.582656,406,-121.483608,406,F ST & 16TH ST (WB),,,
38.583352,407,-121.486213,407,F ST & 14TH ST (WB),,,
38.584122,408,-121.489126,408,F ST & 12TH ST (WB),,,
38.584828,409,-121.491762,409,F ST & 10TH ST (WB),,,
38.585218,410,-121.493935,410,F ST & 8TH ST (EB),,,
38.556132,411,-121.487275,411,21ST ST & 2ND AVE (SB),,,
38.582261,413,-121.501131,413,J ST & 4TH ST (EB),,,
38.581602,414,-121.498661,414,J ST & 6TH ST (EB),,,
38.580997,415,-121.496433,415,J ST & 8TH ST (EB),,,
38.580536,416,-121.494675,416,J ST & 9TH ST (EB),,,
38.580172,417,-121.493294,417,J ST & 10TH ST (EB),,,
38.579758,418,-121.491717,418,J ST & 11TH ST (EB),,,
38.509147,425,-121.5316,425,HAVENSIDE DR & LAKESHORE CIR (SB),,,
38.564235,439,-121.454496,439,FOLSOM BLVD & 41ST ST (EB),,,
38.563892,440,-121.453049,440,FOLSOM BLVD & 42ND ST (EB),,,
38.56369,441,-121.452248,441,FOLSOM BLVD & 43RD ST (EB),,,
38.562582,442,-121.448917,442,FOLSOM BLVD & 46TH ST (EB),,,
38.562164,443,-121.447739,443,FOLSOM BLVD & 47TH ST (EB),,,
38.561115,444,-121.445191,444,FOLSOM BLVD & 49TH ST (EB),,,
38.560436,445,-121.443405,445,FOLSOM BLVD & 51ST ST (EB),,,
38.559593,446,-121.441254,446,FOLSOM BLVD & 53RD ST (EB),,,
38.634099,447,-121.222222,447,HAZEL AVE & NIMBUS RD (NB),,,
38.501388,450,-121.516492,450,56TH AVE & 13TH ST (WB),,,
38.636494,453,-121.310863,453,FAIR OAKS BLVD & MARSHALL AVE (EB),,,
38.574879,455,-121.500694,455,P ST & 7TH ST (WB),,,
38.575611,456,-121.503319,456,P ST & 5TH ST (WB),,,
38.525547,458,-121.521996,458,I-5 FWY & SEAMAS AVE (SB),,,
38.581572,459,-121.400801,459,NORTHROP AVE & EVELYN LN (WB),,,
38.506863,465,-121.511261,465,SLP DR & 13TH ST (EB),,,
38.50545,466,-121.509745,466,SLP DR & 14TH ST (EB),,,
38.503382,467,-121.507424,467,SLP DR & SLP DR (SB),,,
38.502257,468,-121.508261,468,SLP DR & LOS PADRES WAY (SB),,,
38.500822,469,-121.510023,469,SLP DR & 56TH AVE (SB),,,
38.49776,470,-121.510302,470,SLP DR & 58TH AVE (SB),,,
38.496822,471,-121.511632,471,SLP DR & FLORIN RD (NB),,,
38.494755,472,-121.512047,472,SLP DR & FLORIN RD (SB),,,
38.492132,473,-121.511315,473,SLP DR & SILVER RIDGE WAY (SB),,,
38.490188,474,-121.511315,474,SLP DR & SUNLAND VISTA AVE (NB),,,
38.489162,475,-121.512837,475,SLP DR & WILLOW LAKE WAY (WB),,,
38.487766,476,-121.517563,476,GREENHAVEN DR & SLP DR (SB),,,
38.486225,477,-121.517502,477,GREENHAVEN DR & HERITAGE WOOD CIR (SB),,,
38.482957,478,-121.517732,478,GREENHAVEN DR & RUSH RIVER DR (SB),,,
38.481172,480,-121.507242,480,POCKET RD & ALMA VISTA WAY (EB),,,
38.481247,481,-121.500943,481,MEADOWVIEW RD & AMHERST ST (EB),,,
38.481298,482,-121.497407,482,MEADOWVIEW RD & HENRIETTA DR (EB),,,
38.481347,483,-121.494088,483,MEADOWVIEW RD & 19TH ST (EB),,,
38.481377,484,-121.491425,484,MEADOWVIEW RD & MANORSIDE DR (EB),,,
38.481383,485,-121.4863,485,MEADOWVIEW RD & 22ND ST (EB),,,
38.481384,486,-121.479904,486,MEADOWVIEW RD & 24TH ST (EB),,,
38.481427,487,-121.474578,487,MEADOWVIEW RD & CORAL GABLES CT (EB),,,
38.481433,488,-121.472055,488,MEADOWVIEW RD & 29TH ST (EB),,,
38.481462,489,-121.468142,489,MEADOWVIEW RD & DETROIT BLVD (EB),,,
38.481473,490,-121.46532,490,MEADOWVIEW RD & G PKWY (EB),,,
38.481568,491,-121.460432,491,BROOKFIELD DR & TEAK WAY (EB),,,
38.481855,492,-121.457532,492,BROOKFIELD DR & MEADOWSTONE DR (EB),,,
38.482045,493,-121.454948,493,BROOKFIELD DR & VALLEY WIND WAY (EB),,,
38.482025,494,-121.45316,494,FRANKLIN BLVD & BROOKFIELD DR (SB),,,
38.545606,496,-121.344434,496,KIEFER BLVD & MAYHEW RD (WB),,,
38.48156,497,-121.481011,497,MEADOWVIEW RD & 24TH ST (WB),,,
38.481506,498,-121.487244,498,MEADOWVIEW RD & TAMOSHANTER WAY (WB),,,
38.481495,500,-121.493973,500,MEADOWVIEW RD & 21ST ST (WB),,,
38.481438,501,-121.497124,501,MEADOWVIEW RD & HENRIETTA DR (WB),,,
38.481384,502,-121.500565,502,MEADOWVIEW RD & AMHERST ST (WB),,,
38.481361,503,-121.507065,503,POCKET RD & ALMA VISTA WAY (WB),,,
38.481037,504,-121.516388,504,GREENHAVEN DR & POCKET RD (NB),,,
38.482933,505,-121.517472,505,GREENHAVEN DR & ALDER TREE WAY (NB),,,
38.486004,506,-121.517304,506,GREENHAVEN DR & HERITAGE WOOD CIR (NB),,,
38.487671,507,-121.517296,507,GREENHAVEN DR & SLP DR (NB),,,
38.489177,508,-121.512276,508,SLP DR & WILLOW LAKE WAY (EB),,,
38.490457,509,-121.511171,509,SLP DR & SUNLAND VISTA AVE (NB),,,
38.492613,510,-121.511203,510,SLP DR & SILVER RIDGE WAY (NB),,,
38.494608,511,-121.511694,511,SLP DR & FARMDALE WAY (NB),,,
38.496438,513,-121.511831,513,SLP DR & FLORIN RD (NB),,,
38.498365,514,-121.510055,514,SLP DR & 58TH AVE (NB),,,
38.50071,515,-121.50995,515,SLP DR & 56TH AVE (NB),,,
38.502093,516,-121.508207,516,SLP DR & BUENA TERRA WAY (NB),,,
38.503393,517,-121.50722,517,SLP DR & SLP DR (EB),,,
38.50545,518,-121.509516,518,SLP DR & 14TH ST (NB),,,
38.574249,519,-121.479843,519,L ST & 21ST ST (WB),,,
38.574993,521,-121.482491,521,L ST & 19TH ST (WB),,,
38.575684,522,-121.485176,522,L ST & 17TH ST (WB),,,
38.576819,525,-121.48919,525,L ST & 14TH ST (WB),,,
38.577934,526,-121.493614,526,L ST & 11TH ST (WB),,,
38.578687,528,-121.496282,528,L ST & 9TH ST (WB),,,
38.580293,531,-121.50218,531,L ST & 4TH ST (WB),,,
38.597134,532,-121.502068,532,RICHARDS BLVD & BERCUT DR (EB),,,
38.596558,533,-121.494171,533,RICHARDS BLVD & NORTH 05TH ST (EB),,,
38.59523,536,-121.483711,536,RICHARDS BLVD & DOS RIOS ST (EB),,,
38.594193,537,-121.480525,537,SUNBEAM AVE & RICHARDS BLVD (SB),,,
38.592254,538,-121.478955,538,16TH ST & BASLER ST (NB),,,
38.652966,543,-121.511675,543,TRUXEL RD & TERRACINA DR (NB),,,
38.661043,544,-121.388304,544,DUDLEY BLVD & PEACEKEEPER WAY (SB),,,
38.608465,545,-121.454023,545,DEL PASO BLVD & WINNIPEG ST (NB),,,
38.610794,547,-121.449287,547,DEL PASO BLVD & EL CAMINO AVE (NB),,,
38.61153,548,-121.447861,548,DEL PASO BLVD & EL CAMINO AVE (NB),,,
38.612827,549,-121.446182,549,DEL PASO BLVD & BOXWOOD ST (NB),,,
38.626499,558,-121.427574,558,ARCADE BLVD & DIGGS PARK DR (WB),,,
38.625851,559,-121.432907,559,MARYSVILLE BLVD & ARCADE BLVD (NB),,,
38.629074,560,-121.431603,560,MARYSVILLE BLVD & LOS ROBLES BLVD 1 (NB),,,
38.630276,561,-121.431206,561,MARYSVILLE BLVD & LOS ROBLES BLVD 2 (NB),,,
38.63311,562,-121.430512,562,MARYSVILLE BLVD & SOUTH AVE (NB),,,
38.650166,563,-121.351067,563,ORANGE GROVE AVE & COLLEGE OAK DR (WB),,,
38.648613,565,-121.35701,565,ORANGE GROVE AVE & PASADENA AVE (WB),,,
38.647107,566,-121.36137,566,AUBURN BLVD & ORANGE GROVE AVE (WB),,,
38.644847,567,-121.363992,567,AUBURN BLVD & JONES RD (WB),,,
38.641755,568,-121.369753,568,AUBURN BLVD & NORRIS AVE (WB),,,
38.640165,570,-121.375018,570,AUBURN BLVD & PASADENA AVE (WB),,,
38.63823,573,-121.380423,573,AUBURN BLVD & WATT AVE (WB),,,
38.637245,574,-121.411606,574,WINTERS ST & GRAND AVE (SB),,,
38.636498,575,-121.413841,575,GRAND AVE & RIPLEY ST (WB),,,
38.636524,576,-121.416374,576,GRAND AVE & ASTORIA ST (WB),,,
38.636505,577,-121.419197,577,GRAND AVE & DAYTON ST (WB),,,
38.636463,579,-121.423561,579,GRAND AVE & MAHOGANY ST (WB),,,
38.636501,580,-121.427124,580,GRAND AVE & JASMINE ST (WB),,,
38.636139,581,-121.430016,581,MARYSVILLE BLVD & GRAND AVE (SB),,,
38.633648,582,-121.430603,582,MARYSVILLE BLVD & SOUTH AVE (SB),,,
38.630627,583,-121.43132,583,MARYSVILLE BLVD & LOS ROBLES BLVD (SB),,,
38.628582,584,-121.432037,584,MARYSVILLE BLVD & LOS ROBLES BLVD (SB),,,
38.62549,585,-121.432303,585,ARCADE BLVD & MARYSVILLE BLVD (EB),,,
38.626312,586,-121.427368,586,ARCADE BLVD & DEL PASO BLVD (EB),,,
38.613758,593,-121.445389,593,DEL PASO BLVD & LAMPASAS AVE (SB),,,
38.611481,594,-121.448349,594,DEL PASO BLVD & EL CAMINO AVE (SB),,,
38.610859,595,-121.449608,595,DEL PASO BLVD & EL CAMINO AVE (SB),,,
38.6088,596,-121.453815,596,DEL PASO BLVD & WINNIPEG ST (SB),,,
38.533683,601,-121.47369,601,21ST AVE & FRANKLIN BLVD (WB),,,
38.59536,603,-121.484963,603,RICHARDS BLVD & DOS RIOS ST (WB),,,
38.595181,604,-121.487404,604,RICHARDS BLVD & NORTH 10TH ST (WB),,,
38.596153,605,-121.491776,605,RICHARDS BLVD & NORTH 07TH ST (WB),,,
38.597149,606,-121.495621,606,RICHARDS BLVD & NORTH 05TH ST (WB),,,
38.597332,607,-121.501824,607,RICHARDS BLVD & BERCUT DR (WB),,,
38.597279,608,-121.49794,608,RICHARDS BLVD & SEQUOIA PACIFIC BLVD (WB),,,
38.538641,609,-121.391979,609,BELVEDERE AVE & FLORIN PERKINS RD (WB),,,
38.604332,610,-121.513756,610,GATEWAY OAKS DR & GARDEN HWY (NB),,,
